230905883,02/20/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1520,09,Van Nuys,0989,2,662,"BUNCO, GRAND THEFT",0800,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,4200    DIXIE CANYON                 AV,,34.147,-118.4249
231507385,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,1900,15,N Hollywood,1526,2,903,CONTEMPT OF COURT,2038,84,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903,,,,6300    BECK                         AV,,34.1849,-118.3834
230816839,11/13/2023 12:00:00 AM,11/13/2023 12:00:00 AM,1230,08,West LA,0814,1,310,BURGLARY,1822 1609 0321,67,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,11300    WATERFORD                    ST,,34.0621,-118.4581
231012835,08/23/2023 12:00:00 AM,08/22/2023 12:00:00 AM,0700,10,West Valley,1008,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4TH                          AV,SHERMAN                      WY,34.2077,-118.4912
231516820,10/30/2023 12:00:00 AM,10/29/2023 12:00:00 AM,0700,15,N Hollywood,1553,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1601 0444 1818 1814,69,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4700    BEN                          AV,,34.1558,-118.3943
240804086,12/20/2023 12:00:00 AM,05/19/2023 12:00:00 AM,1900,08,West LA,0842,2,434,FALSE IMPRISONMENT,0334 0342 0432,51,F,C,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,434,,,,11700    WILSHIRE                     BL,,34.0495,-118.4609
230600857,08/11/2023 12:00:00 AM,08/11/2023 12:00:00 AM,0215,06,Hollywood,0644,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 1501 1402 0913 0361 2001 0429 0353,48,M,W,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,1300 N  POINSETTIA                   PL,,34.0944,-118.3483
230321522,12/20/2023 12:00:00 AM,12/19/2023 12:00:00 AM,2000,03,Southwest,0397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 W  43RD                         ST,,34.0055,-118.2915
230307890,03/17/2023 12:00:00 AM,03/16/2023 12:00:00 AM,1645,03,Southwest,0321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CLEMSON                      ST,LA CIENEGA                   BL,34.0242,-118.3722
232105628,02/14/2023 12:00:00 AM,02/11/2023 12:00:00 AM,1800,21,Topanga,2107,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,53,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,740,,,,21300    ROSCOE                       BL,,34.2234,-118.5932
230908413,04/20/2023 12:00:00 AM,04/20/2023 12:00:00 AM,0945,09,Van Nuys,0984,2,901,VIOLATION OF RESTRAINING ORDER,2038,48,M,B,704,ELEMENTARY SCHOOL,,,AA,Adult Arrest,901,,,,14700    GREENLEAF                    ST,,34.1491,-118.4543
230123092,10/31/2023 12:00:00 AM,10/31/2023 12:00:00 AM,1335,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1822,39,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,HOPE,34.0487,-118.2588
230122427,10/22/2023 12:00:00 AM,10/22/2023 12:00:00 AM,1300,01,Central,0147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1218 2004 0302 0445 0416 0355,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,,,,300 E  5TH                          ST,,34.0453,-118.2443
232017070,09/19/2023 12:00:00 AM,09/15/2023 12:00:00 AM,1723,20,Olympic,2019,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,28,F,B,145,MAIL BOX,,,IC,Invest Cont,440,,,,200 S  JUANITA                      AV,,34.0691,-118.2893
231707507,03/31/2023 12:00:00 AM,03/30/2023 12:00:00 AM,1730,17,Devonshire,1752,2,624,BATTERY - SIMPLE ASSAULT,0913 0448 0444,36,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,20700    LASSEN                       ST,,34.2536,-118.5913
230309188,04/11/2023 12:00:00 AM,04/09/2023 12:00:00 AM,1245,03,Southwest,0311,1,330,BURGLARY FROM VEHICLE,1822 0344 0329 1609 1307,55,M,H,730,SYNAGOGUE/TEMPLE,,,IC,Invest Cont,330,,,,2600 S  DUNSMUIR                     AV,,34.0325,-118.3595
230111872,05/05/2023 12:00:00 AM,05/05/2023 12:00:00 AM,2101,01,Central,0152,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,49,M,B,101,STREET,,,IC,Invest Cont,330,,,,7TH                          ST,HOPE                         ST,34.048,-118.2577
230112402,05/15/2023 12:00:00 AM,05/13/2023 12:00:00 AM,2145,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,37,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  HILL                         ST,,34.0462,-118.2585
232110101,06/08/2023 12:00:00 AM,06/07/2023 12:00:00 AM,0805,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216 0378 0352,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,20800    VENTURA                      BL,,34.1665,-118.5859
232015813,09/24/2023 12:00:00 AM,09/24/2023 12:00:00 AM,1230,20,Olympic,2056,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 0603,45,M,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1200 S  CATALINA                     ST,,34.0491,-118.2947
230405279,02/09/2023 12:00:00 AM,02/07/2023 12:00:00 AM,2100,04,Hollenbeck,0497,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3200    HUNTER                       ST,,34.0217,-118.2095
230413441,10/16/2023 12:00:00 AM,10/14/2023 12:00:00 AM,0730,04,Hollenbeck,0455,1,310,BURGLARY,0329 0344,47,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 N  SOTO                         ST,,34.0512,-118.2093
231220300,09/27/2023 12:00:00 AM,09/26/2023 12:00:00 AM,2244,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5200 S  SAINT ANDREWS                PL,,33.995,-118.3113
231006060,02/19/2023 12:00:00 AM,02/19/2023 12:00:00 AM,0001,10,West Valley,1035,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0354 0913 0344,28,F,H,108,PARKING LOT,,,AO,Adult Other,440,,,,18300    VANOWEN                      ST,,34.1939,-118.5328
231314193,07/19/2023 12:00:00 AM,07/18/2023 12:00:00 AM,0630,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,F,H,111,BUS-CHARTER/PRIVATE,,,IC,Invest Cont,740,,,,1500 E  14TH                         ST,,34.0275,-118.2449
231307878,03/17/2023 12:00:00 AM,03/11/2023 12:00:00 AM,2130,13,Newton,1373,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,55TH                         ST,MCKINLEY                     AV,33.9925,-118.2609
231506922,03/11/2023 12:00:00 AM,03/10/2023 12:00:00 AM,1030,15,N Hollywood,1547,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004 0216,65,M,O,401,MINI-MART,,,AO,Adult Other,442,,,,11600    BURBANK                      BL,,34.1722,-118.3848
230312185,06/13/2023 12:00:00 AM,06/13/2023 12:00:00 AM,1150,03,Southwest,0358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,522,,,,900    BLOOM                        WK,,34.0196,-118.2882
231110720,07/02/2023 12:00:00 AM,07/02/2023 12:00:00 AM,0425,11,Northeast,1162,2,755,BOMB SCARE,0404,0,X,X,701,HOSPITAL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,755,,,,4600 W  SUNSET                       BL,,34.0982,-118.2896
231404802,01/22/2023 12:00:00 AM,01/19/2023 12:00:00 AM,2000,14,Pacific,1483,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,60,M,O,101,STREET,,,IC,Invest Cont,331,,,,7500 W  91ST                         ST,,33.9547,-118.4268
230312946,06/30/2023 12:00:00 AM,06/29/2023 12:00:00 AM,0800,03,Southwest,0314,2,354,THEFT OF IDENTITY,0929,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900 W  27TH                         ST,,34.0315,-118.3275
232114372,09/20/2023 12:00:00 AM,09/15/2023 12:00:00 AM,1437,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1602 1420 0325,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
231408566,04/16/2023 12:00:00 AM,04/16/2023 12:00:00 AM,1540,14,Pacific,1406,2,860,BATTERY WITH SEXUAL CONTACT,0522,43,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3300    OVERLAND,,34.0276,-118.4138
231506793,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1335,15,N Hollywood,1555,1,480,BIKE - STOLEN,0344,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,4800    BAKMAN                       AV,,34.1576,-118.3774
231414552,07/22/2023 12:00:00 AM,07/22/2023 12:00:00 AM,1205,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0342 1822,38,F,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300    WORLD                        WY,,33.9455,-118.4001
231704018,01/01/2023 12:00:00 AM,01/01/2023 12:00:00 AM,0905,17,Devonshire,1785,2,354,THEFT OF IDENTITY,1822 0100 0922,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8800    CANBY                        AV,,34.2308,-118.5348
230207653,03/17/2023 12:00:00 AM,03/17/2023 12:00:00 AM,2220,02,Rampart,0269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1218 2004 2000 1814 0447 0416 0431,42,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,JAMES M WOOD,COLUMBIA,34.05,-118.2714
231515715,10/03/2023 12:00:00 AM,10/01/2023 12:00:00 AM,0600,15,N Hollywood,1523,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,54,M,H,101,STREET,,,IC,Invest Cont,331,,,,6500    TEESDALE                     AV,,34.189,-118.4081
230317285,09/27/2023 12:00:00 AM,09/26/2023 12:00:00 AM,1844,03,Southwest,0358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,522,,,,3700    MCCLINTOCK                   AV,,34.0197,-118.2905
230100849,09/22/2023 12:00:00 AM,09/22/2023 12:00:00 AM,1815,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 2004 1402 0400 0411,39,F,B,102,SIDEWALK,216,SCISSORS,AO,Adult Other,230,998,,,6TH,SAN PEDRO,34.0423,-118.2453
231707183,03/22/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1630,17,Devonshire,1712,1,310,BURGLARY,0344 1402 1609 0321,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,11900    DORAL                        AV,,34.2877,-118.5548
231706850,03/10/2023 12:00:00 AM,03/10/2023 12:00:00 AM,1305,17,Devonshire,1701,1,310,BURGLARY,0344 1606 0352 1300 0216 0321 0326,46,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12300    HIGH GLEN                    WY,,34.2976,-118.5603
232108137,04/20/2023 12:00:00 AM,04/20/2023 12:00:00 AM,1920,21,Topanga,2136,2,900,VIOLATION OF COURT ORDER,2004 2038 0906,53,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,7500    ALABAMA                      AV,,34.2065,-118.599
231205220,01/18/2023 12:00:00 AM,01/11/2023 12:00:00 AM,1835,12,77th Street,1231,2,354,THEFT OF IDENTITY,0100 0922,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4100 W  59TH                         ST,,33.9871,-118.3464
231816398,09/13/2023 12:00:00 AM,09/13/2023 12:00:00 AM,1525,18,Southeast,1841,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 2021,59,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 W  IMPERIAL                     HY,,33.9367,-118.2871
231506213,02/22/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1730,15,N Hollywood,1512,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1300 0344 1402,70,F,O,101,STREET,,,IC,Invest Cont,410,998,,,12700    KITTRIDGE                    ST,,34.1973,-118.4116
231914223,09/16/2023 12:00:00 AM,09/16/2023 12:00:00 AM,0001,19,Mission,1918,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0400 0329,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,12900    DRONFIELD                    AV,,34.3048,-118.4333
231217627,08/14/2023 12:00:00 AM,08/14/2023 12:00:00 AM,0710,12,77th Street,1204,2,762,LEWD CONDUCT,0529 1822 0528 0446 0400,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,762,,,,4500 S  NORMANDIE                    AV,,34.0027,-118.3002
230700805,07/14/2023 12:00:00 AM,07/12/2023 12:00:00 AM,2300,07,Wilshire,0734,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1402 0416,36,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,998,,,400 S  BURNSIDE                     AV,,34.0672,-118.3518
231305101,01/22/2023 12:00:00 AM,01/22/2023 12:00:00 AM,2310,13,Newton,1385,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,5800 S  SAN PEDRO                    ST,,33.9848,-118.2696
231714332,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,0640,17,Devonshire,1781,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2040 0421 1822,39,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,8800    VARIEL                       AV,,34.2294,-118.5928
231513747,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,0505,15,N Hollywood,1532,2,933,PROWLER,,39,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,12200    TIARA                        ST,,34.1784,-118.3992
231208754,03/20/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1820,12,77th Street,1273,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0601 0344 0346 1822 0325,0,X,X,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,343,,,,1800 W  MANCHESTER                   AV,,33.96,-118.309
231116625,12/07/2023 12:00:00 AM,12/06/2023 12:00:00 AM,2030,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,1822 0344 1609,21,F,W,101,STREET,,,IC,Invest Cont,330,,,,4300 W  SUNSET                       BL,,34.0947,-118.2828
231212713,05/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1210,12,77th Street,1266,1,210,ROBBERY,1501 1402 0216 1309 0344,40,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,81ST                         ST,HOOVER                       AV,33.9655,-118.2871
230706419,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,1030,07,Wilshire,0758,1,210,ROBBERY,0400 2004 1402 0432 0344,34,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,WEST,PICO,34.0485,-118.3338
232004317,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,0600,20,Olympic,2023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1100 0329 1822,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3900 W  4TH                          ST,,34.0672,-118.3003
231719828,12/29/2023 12:00:00 AM,12/29/2023 12:00:00 AM,1815,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352 2024,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
232011635,06/15/2023 12:00:00 AM,06/15/2023 12:00:00 AM,1820,20,Olympic,2017,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329 1202 1307 1609 1817,69,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,200 S  BERENDO                      ST,,34.0709,-118.2941
231422360,12/27/2023 12:00:00 AM,12/27/2023 12:00:00 AM,1007,14,Pacific,1495,2,882,INCITING A RIOT,1501,0,X,X,101,STREET,,,IC,Invest Cont,882,,,,6200 W  96TH                         ST,,33.9523,-118.3906
231217740,08/15/2023 12:00:00 AM,08/15/2023 12:00:00 AM,1920,12,77th Street,1239,1,210,ROBBERY,0945 0601 0325 1822,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
232015201,07/31/2023 12:00:00 AM,07/29/2023 12:00:00 AM,1330,20,Olympic,2029,1,352,PICKPOCKET,1822 0344 0377,41,F,O,402,MARKET,,,IC,Invest Cont,352,,,,3400 W  3RD                          ST,,34.0691,-118.2893
231017010,12/10/2023 12:00:00 AM,12/10/2023 12:00:00 AM,1330,10,West Valley,1023,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,19000    VANOWEN                      ST,,34.1938,-118.547
230806914,03/03/2023 12:00:00 AM,03/02/2023 12:00:00 AM,1900,08,West LA,0889,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,1900 S  CORNING                      ST,,34.0432,-118.3797
232118227,12/30/2023 12:00:00 AM,12/07/2023 12:00:00 AM,0900,21,Topanga,2161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,87,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,24300    BESSEMER                     ST,,34.1819,-118.6547
230205294,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,1115,02,Rampart,0275,2,860,BATTERY WITH SEXUAL CONTACT,0400 0522 1210 1822 0104,44,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,1600 W  OLYMPIC                      BL,,34.0492,-118.2742
230311482,05/27/2023 12:00:00 AM,05/27/2023 12:00:00 AM,1630,03,Southwest,0315,2,900,VIOLATION OF COURT ORDER,0913 2038,62,X,X,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,2000 W  24TH                         ST,,34.0347,-118.309
230704555,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,1600,07,Wilshire,0765,1,210,ROBBERY,0355 0334 0344 0906,15,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,EDGEWOOD,LA BREA,34.0496,-118.3425
232018298,11/24/2023 12:00:00 AM,11/24/2023 12:00:00 AM,1115,20,Olympic,2024,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 1100 0309 0302 0432 0342 0334 0326,45,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,3600    WILSHIRE                     BL,,34.0636,-118.3047
230616804,10/21/2023 12:00:00 AM,10/21/2023 12:00:00 AM,1130,06,Hollywood,0668,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 1906 1912 0421 0432,24,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,511,VERBAL THREAT,IC,Invest Cont,930,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
230614978,09/10/2023 12:00:00 AM,09/09/2023 12:00:00 AM,1400,06,Hollywood,0676,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900    WILLOUGHBY                   AV,,34.0871,-118.3244
231006855,03/16/2023 12:00:00 AM,03/08/2023 12:00:00 AM,0400,10,West Valley,1006,1,330,BURGLARY FROM VEHICLE,1822 0344,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,7900    LASAINE                      AV,,34.2143,-118.5109
231916961,11/23/2023 12:00:00 AM,11/23/2023 12:00:00 AM,0915,19,Mission,1905,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,13800    FOOTHILL                     BL,,34.3155,-118.4343
231614155,11/17/2023 12:00:00 AM,11/05/2023 12:00:00 AM,0355,16,Foothill,1681,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,35,M,B,301,GAS STATION,,,IC,Invest Cont,440,,,,12500    ROSCOE                       BL,,34.2217,-118.4053
230911911,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,1430,09,Van Nuys,0914,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421,27,F,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,JA,Juv Arrest,930,,,,14900    VANOWEN                      ST,,34.1976,-118.4574
231814117,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,0200,18,Southeast,1822,1,520,VEHICLE - ATTEMPT STOLEN,1822 0329 1300 1601 1307,30,F,B,101,STREET,,,IC,Invest Cont,520,,,,WALL                         ST,97TH                         ST,33.9483,-118.2717
231611694,08/30/2023 12:00:00 AM,08/28/2023 12:00:00 AM,0001,16,Foothill,1685,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,ARMINTA,LEMP,34.2139,-118.3845
230217947,09/22/2023 12:00:00 AM,09/22/2023 12:00:00 AM,2110,02,Rampart,0236,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 0913 1817 0329,19,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 N  MOUNTAIN VIEW                AV,,34.0677,-118.2685
